Date,Filename,yeah idk,Num Seeds,acc,TP,TN,FP,FN,F-measure,AUC,Classifier,Classifer Parameters
5/1/18,2_3_9_14_16_19_20,,10,76.8,0.77,0.76,0.24,0.23,0.77,0.81,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,3_6_8_11_12_18_20,,10,76.8,0.77,0.77,0.23,0.23,0.77,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_13_14_16_18_19_21,,10,76,0.76,0.76,0.24,0.24,0.76,0.76,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_5_10_13_14_17_20,,10,76,0.76,0.76,0.24,0.24,0.76,0.77,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_11_12_16_17_19_20,,10,76,0.76,0.76,0.24,0.24,0.76,0.82,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_7_9_16_17_18_20,,10,76,0.76,0.76,0.24,0.24,0.76,0.79,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,6_8_14_17_18_20_21,,10,75.2,0.75,0.76,0.24,0.25,0.75,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_9_10_13_17_20,,10,75.2,0.75,0.75,0.25,0.25,0.75,0.8,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,11_14_15_16_19_20_21,,10,75.2,0.75,0.75,0.25,0.25,0.75,0.81,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_8_13_18_20,,10,75.2,0.75,0.75,0.25,0.25,0.75,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_4_7_9_14_19_21,,10,75.2,0.75,0.76,0.24,0.25,0.75,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_8_13_15_19_20,,10,75.2,0.75,0.75,0.25,0.25,0.75,0.73,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_3_5_8_15_20_21,,10,74.8,0.75,0.75,0.25,0.25,0.75,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,3_11_14_15_19_20_21,,10,75.2,0.75,0.75,0.25,0.25,0.75,0.8,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_6_8_12_13_19,,10,73.6,0.74,0.73,0.27,0.26,0.73,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_6_8_11_13_20,,10,73.6,0.74,0.73,0.27,0.26,0.73,0.73,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_4_6_9_10_20_21,,10,73.6,0.74,0.74,0.26,0.26,0.73,0.79,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_6_10_13_18_20_21,,10,73.6,0.74,0.74,0.26,0.26,0.74,0.77,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_6_9_12_17_20_21,,10,73.6,0.74,0.74,0.26,0.26,0.73,0.82,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_4_11_14_17_18_19,,10,73.6,0.74,0.74,0.26,0.26,0.73,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,2_4_7_10_11_17_20,,10,74,0.74,0.74,0.26,0.26,0.74,0.83,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,5_6_7_9_17_19_20,,10,73.6,0.74,0.74,0.26,0.26,0.74,0.79,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_4_8_9_12_15_21,,10,73.2,0.73,0.73,0.27,0.27,0.73,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_9_12_15_19_20,,10,73.2,0.73,0.73,0.27,0.27,0.73,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_4_6_17_19,,10,72.8,0.73,0.73,0.27,0.27,0.73,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,2_3_6_7_8_13_21,,10,73.2,0.73,0.73,0.27,0.27,0.73,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_10_15_17_21,,10,72.4,0.72,0.73,0.27,0.28,0.72,0.8,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_5_7_13_17_19_21,,10,72.4,0.72,0.72,0.28,0.28,0.72,0.83,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_6_7_9_12_18_20,,10,72,0.72,0.72,0.28,0.28,0.72,0.8,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,6_7_11_13_18_19_21,,10,72,0.72,0.72,0.28,0.28,0.72,0.81,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,6_7_11_13_14_15_17,,10,72,0.72,0.72,0.28,0.28,0.72,0.79,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_7_10_15_16_18_19,,10,71.6,0.72,0.72,0.28,0.28,0.72,0.73,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,2_3_4_6_12_13_16,,10,72,0.72,0.72,0.28,0.28,0.72,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,1_3_8_14_15_17_19,,10,71.6,0.72,0.72,0.28,0.28,0.72,0.74,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,UF_hig,,10,70.8,0.71,0.7,0.3,0.29,0.71,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_6_7_8_10_12_18,,10,71.2,0.71,0.71,0.29,0.29,0.71,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_5_6_7_10_15_21,,10,70.8,0.71,0.71,0.29,0.29,0.71,0.76,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_6_8_12_15_16_21,,10,70.4,0.7,0.71,0.29,0.3,0.7,0.68,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_9_11_14_15_17_21,,10,70,0.7,0.71,0.29,0.3,0.7,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_4_6_10_15_21,,10,69.6,0.7,0.7,0.3,0.3,0.69,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_6_7_8_10_18_19,,10,69.6,0.7,0.69,0.31,0.3,0.69,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_8_9_14_16_21,,10,69.6,0.7,0.7,0.3,0.3,0.69,0.73,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_higAR,,10,69.2,0.69,0.68,0.32,0.31,0.69,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_11_12_15_18_19_21,,10,69.2,0.69,0.69,0.31,0.31,0.69,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_7_9_12_13_15_18,,10,68.8,0.69,0.69,0.31,0.31,0.69,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_7_8_9_12_13_17,,10,68.8,0.69,0.69,0.31,0.31,0.69,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,Fil_higARmin7,,10,69.2,0.69,0.69,0.31,0.31,0.69,0.66,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,1_2_4_6_9_18_20,,10,69.2,0.69,0.69,0.31,0.31,0.69,0.72,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_hig_C,,10,68.4,0.68,0.68,0.32,0.32,0.68,0.67,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_higARp,,10,67.6,0.68,0.67,0.33,0.32,0.67,0.64,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_6_7_9_12_14_18,,10,68.4,0.68,0.68,0.32,0.32,0.68,0.77,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_5_7_10_16_21,,10,68.4,0.68,0.68,0.32,0.32,0.68,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_4_5_10_15_19_21,,10,68,0.68,0.69,0.31,0.32,0.68,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_5_7_12_13,,10,68,0.68,0.68,0.32,0.32,0.68,0.78,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_5_7_8_14_15_20,,10,68,0.68,0.68,0.32,0.32,0.68,0.75,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_6_11_15_18_19_21,,10,68,0.68,0.68,0.32,0.32,0.68,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_hig,,10,67.2,0.67,0.67,0.33,0.33,0.67,0.67,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_higARc,,10,66.8,0.67,0.66,0.34,0.33,0.67,0.68,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_6_10_11_12_18,,10,66.8,0.67,0.67,0.33,0.33,0.67,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_7_10_15_19_20,,10,66.8,0.67,0.67,0.33,0.33,0.67,0.73,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_6_8_11_14_15_20,,10,66.8,0.67,0.67,0.33,0.33,0.67,0.7,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,HigTestICA,,10,65.6,0.66,0.66,0.34,0.34,0.66,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,HigTestfftICA,,10,65.6,0.66,0.66,0.34,0.34,0.66,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_5_7_8_12_14_17,,10,66.4,0.66,0.66,0.34,0.34,0.66,0.77,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,7_9_10_13_15_16_21,,10,66.4,0.66,0.66,0.34,0.34,0.66,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_5_7_8_11_17,,10,66,0.66,0.66,0.34,0.34,0.66,0.76,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_4_8_9_13_16_20,,10,66,0.66,0.66,0.34,0.34,0.66,0.67,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_7_10_11_12_15_17,,10,65.6,0.66,0.66,0.34,0.34,0.65,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_12_14_17_19_20_21,,10,65.6,0.66,0.66,0.34,0.34,0.66,0.74,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_5_6_8_14_17_20,,10,65.6,0.66,0.66,0.34,0.34,0.65,0.72,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_6_8_11_14_16_18,,10,65.2,0.65,0.65,0.35,0.35,0.65,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_10_11_12_13,,10,64.8,0.65,0.65,0.35,0.35,0.65,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_higR,,10,64,0.64,0.64,0.36,0.36,0.64,0.6,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_3_5_6_10_16,,10,64.4,0.64,0.64,0.36,0.36,0.64,0.72,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_6_7_10_12_19_20,,10,64,0.64,0.64,0.36,0.36,0.64,0.72,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_8_9_11_14_15_18,,10,64,0.64,0.64,0.36,0.36,0.64,0.62,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,4_8_10_11_12_14_18,,10,64.4,0.64,0.64,0.36,0.36,0.64,0.64,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_3_8_10_13_16_21,,10,63.2,0.63,0.63,0.37,0.37,0.63,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
4/30/18,2_4_5_9_13_17_21,,10,63.2,0.63,0.64,0.36,0.37,0.63,0.67,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_5_12_13_15_21,,10,62.4,0.62,0.63,0.37,0.38,0.62,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_2_9_12_16_18_20,,10,62,0.62,0.62,0.38,0.38,0.62,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_6_9_11_14_16_19,,10,62,0.62,0.62,0.38,0.38,0.62,0.71,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,7_8_11_14_15_18_19,,10,61.6,0.62,0.62,0.38,0.38,0.62,0.57,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_higAvg,,10,60.8,0.61,0.6,0.4,0.39,0.61,0.59,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_9_11_12_13_14_16,,10,61.2,0.61,0.61,0.39,0.39,0.61,0.59,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_6_8_12_16_17,,10,60.8,0.61,0.61,0.39,0.39,0.61,0.67,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,10_11_13_14_15_18_19,,10,60.8,0.61,0.61,0.39,0.39,0.61,0.61,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_4_9_14_18_19_20,,10,60.4,0.6,0.61,0.39,0.4,0.6,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,5_7_8_13_14_18_21,,10,59.6,0.6,0.59,0.41,0.4,0.6,0.64,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_5_9_11_12_13_16,,10,59.6,0.6,0.59,0.41,0.4,0.59,0.59,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,1_6_11_12_14_19_21,,10,59.2,0.59,0.59,0.41,0.41,0.59,0.69,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_6_8_9_11_16,,10,59.2,0.59,0.59,0.41,0.41,0.59,0.65,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_4_5_6_9_10_21,,10,58.4,0.58,0.59,0.41,0.42,0.58,0.63,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_cent,,10,57.2,0.57,0.57,0.43,0.43,0.57,0.54,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,UF_12Bio,,10,55.6,0.56,0.55,0.45,0.44,0.55,0.56,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,2_5_8_10_12_13_20,,10,56,0.56,0.56,0.44,0.44,0.56,0.6,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,8_9_10_13_14_17_21,,10,56,0.56,0.56,0.44,0.44,0.56,0.55,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,4_5_9_11_14_18_19,,10,55.2,0.55,0.56,0.44,0.45,0.55,0.52,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,UF_NoCon,,10,54,0.54,0.53,0.47,0.46,0.54,0.55,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_NoCon,,10,52.8,0.53,0.53,0.47,0.47,0.53,0.53,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_6_8_10_14_15,,10,52.8,0.53,0.53,0.47,0.47,0.52,0.56,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_6_9_10_14_18,,10,52.4,0.52,0.53,0.47,0.48,0.52,0.56,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,3_5_8_9_11_12_16,,10,52,0.52,0.52,0.48,0.48,0.52,0.57,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/1/18,7_8_11_12_15_18_19,,10,51.2,0.51,0.51,0.49,0.49,0.51,0.5,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_powICA,,10,49.6,0.5,0.49,0.51,0.5,0.49,0.46,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_bandpow,,10,48.4,0.48,0.48,0.52,0.52,0.48,0.43,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,HigTestAR,,10,47.6,0.48,0.48,0.52,0.52,0.47,0.5,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_pow,,10,47.6,0.48,0.47,0.53,0.52,0.47,0.45,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_Con_C,,10,44.8,0.45,0.45,0.55,0.55,0.44,0.38,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_conFBc_C,,10,44.4,0.44,0.45,0.55,0.56,0.44,0.41,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,UF_Con,,10,41.2,0.41,0.42,0.58,0.59,0.41,0.36,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_ConAll,,10,40.8,0.41,0.41,0.59,0.59,0.4,0.39,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,Fil_ent,,10,41.2,0.41,0.4,0.6,0.59,0.4,0.32,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,PeakTest,,10,38.4,0.38,0.38,0.62,0.62,0.38,0.34,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,CentTest,,10,36.4,0.36,0.37,0.63,0.64,0.36,0.31,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/3/18,Fil_BrStat,,10,36.4,0.36,0.35,0.65,0.64,0.35,0.29,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
5/2/18,F_12Bio,,10,33,0.33,0.22,0.78,0.67,0.29,0.03,weka.classifiers.trees.RandomForest,-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
6/15/18,0.446666667,3,3,,,,,,,,,
6/15/18,0.446666667,3,3,,,,,,,,,
6/15/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,
6/16/18,0.446666667,3,3,,,,,,,,,07/07/2018,0.4633333333333334,3,3
